-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
-0.165	0.79	0	0
