1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
1.246265	-1.712135	-135.354278	0.859174	-38.961192	0.500766
